id_trabajador,estado,antiguedad,curso,curso_id
336,Sonora,10.0,Administración de base de datos,36
658,México,10.0,Administración de base de datos,36
1368,Chiapas,10.0,Administración de base de datos,36
1736,Coahuila,10.0,Administración de base de datos,36
1991,San Luis Potosí,10.0,Administración de base de datos,36
284,Hidalgo,10.0,Administración de base de datos,36
894,Ciudad de México,10.0,Administración de base de datos,36
1574,Jalisco,10.0,Administración de base de datos,36
3,Coahuila,10.0,Administración de base de datos,36
518,México,9.0,Administración de base de datos,36
4,Coahuila,8.0,Administración de base de datos,36
777,Guerrero,8.0,Administración de base de datos,36
417,Ciudad de México,7.0,Administración de base de datos,36
760,México,7.0,Administración de base de datos,36
1181,Sonora,7.0,Administración de base de datos,36
1890,Sonora,7.0,Administración de base de datos,36
952,Nuevo León,6.0,Administración de base de datos,36
871,Michoacán,5.0,Administración de base de datos,36
958,Puebla,5.0,Administración de base de datos,36
1510,Hidalgo,5.0,Administración de base de datos,36
1683,Querétaro,5.0,Administración de base de datos,37
67,México,4.0,Administración de base de datos,37
826,Sinaloa,4.0,Administración de base de datos,37
901,Puebla,4.0,Administración de base de datos,37
740,Nuevo León,4.0,Administración de base de datos,37
98,Jalisco,4.0,Administración de base de datos,37
1247,Guanajuato,3.0,Administración de base de datos,37
1338,Tabasco,3.0,Administración de base de datos,37
864,Zacatecas,2.0,Administración de base de datos,37
11,Veracruz,1.5,Administración de base de datos,37
846,Durango,1.5,Administración de base de datos,37
1777,Chiapas,1.3,Administración de base de datos,37
186,Guerrero,1.0,Administración de base de datos,37
589,Chihuahua,1.0,Administración de base de datos,37
920,Oaxaca,1.0,Administración de base de datos,37
1024,Jalisco,1.0,Administración de base de datos,37
1426,Ciudad de México,1.0,Administración de base de datos,37
1568,Guerrero,1.0,Administración de base de datos,37
1785,Jalisco,1.0,Administración de base de datos,37
1796,Guerrero,1.0,Administración de base de datos,37
2041,Veracruz,1.0,Administración de base de datos,38
2074,Jalisco,1.0,Administración de base de datos,38
99,Nuevo León,1.0,Administración de base de datos,38
272,Chiapas,1.0,Administración de base de datos,38
287,Michoacán,1.0,Administración de base de datos,38
145,Morelos,1.0,Administración de base de datos,38
152,Veracruz,1.0,Administración de base de datos,38
1865,Sinaloa,0.33,Administración de base de datos,38
1236,Baja California Sur,0.3,Administración de base de datos,38
776,Guanajuato,0.0,Administración de base de datos,38
782,México,0.0,Administración de base de datos,38
1128,Nuevo León,32.0,Administración de base de datos,38
1957,Michoacán,32.0,Administración de base de datos,38
1138,Nayarit,32.0,Administración de base de datos,38
551,Chiapas,31.0,Administración de base de datos,38
603,Michoacán,31.0,Administración de base de datos,38
607,Baja California,31.0,Administración de base de datos,38
1200,Aguascalientes,31.0,Administración de base de datos,38
1984,San Luis Potosí,31.0,Administración de base de datos,38
2077,Ciudad de México,31.0,Administración de base de datos,38
2019,Chihuahua,31.0,Administración de base de datos,39
1671,Guanajuato,31.0,Administración de base de datos,39
1084,Zacatecas,30.0,Administración de base de datos,39
1842,Ciudad de México,30.0,Administración de base de datos,39
477,Durango,30.0,Administración de base de datos,39
1292,Nayarit,30.0,Administración de base de datos,39
1580,Guanajuato,30.0,Administración de base de datos,39
1521,Baja California,30.0,Administración de base de datos,39
882,Baja California,29.0,Administración de base de datos,39
1515,Tamaulipas,29.0,Administración de base de datos,39
1703,Guanajuato,29.0,Administración de base de datos,39
1975,Oaxaca,29.0,Administración de base de datos,39
1489,Aguascalientes,29.0,Administración de base de datos,39
733,Chiapas,28.0,Administración de base de datos,39
980,Ciudad de México,28.0,Administración de base de datos,39
1827,Tlaxcala,28.0,Administración de base de datos,39
1783,Tamaulipas,27.0,Administración de base de datos,39
408,Chihuahua,27.0,Administración de base de datos,39
993,Ciudad de México,27.0,Administración de base de datos,39
1887,Chiapas,27.0,Administración de base de datos,39
1604,Nuevo León,26.0,Administración de base de datos,40
1845,Morelos,26.0,Administración de base de datos,40
424,Jalisco,25.0,Administración de base de datos,40
1188,Tlaxcala,25.0,Administración de base de datos,40
2006,Oaxaca,25.0,Administración de base de datos,40
627,Guanajuato,25.0,Administración de base de datos,40
708,Ciudad de México,25.0,Administración de base de datos,40
2105,Ciudad de México,23.0,Administración de base de datos,40
1965,México,23.0,Administración de base de datos,40
1192,México,22.0,Administración de base de datos,40
2120,Quintana Roo,22.0,Administración de base de datos,40
808,Sinaloa,22.0,Administración de base de datos,40
1739,Aguascalientes,22.0,Administración de base de datos,40
1894,Ciudad de México,22.0,Administración de base de datos,40
267,Ciudad de México,21.0,Administración de base de datos,40
1447,Ciudad de México,21.0,Administración de base de datos,40
329,Aguascalientes,21.0,Administración de base de datos,40
1875,Aguascalientes,21.0,Administración de base de datos,40
139,Zacatecas,20.0,Administración de base de datos,40
286,Coahuila,20.0,Administración de base de datos,40
461,Ciudad de México,20.0,Administración de base de datos,41
717,Ciudad de México,20.0,Administración de base de datos,41
1665,Veracruz,20.0,Administración de base de datos,41
689,Guanajuato,20.0,Administración de base de datos,41
899,Sinaloa,19.0,Administración de base de datos,41
981,México,19.0,Administración de base de datos,41
1507,San Luis Potosí,19.0,Administración de base de datos,41
2139,Hidalgo,19.0,Administración de base de datos,41
1934,Ciudad de México,19.0,Administración de base de datos,41
501,Michoacán,18.0,Administración de base de datos,41
1262,Jalisco,18.0,Administración de base de datos,41
468,Ciudad de México,17.0,Administración de base de datos,41
1127,Ciudad de México,17.0,Administración de base de datos,41
1840,San Luis Potosí,17.0,Administración de base de datos,41
258,Tabasco,15.0,Administración de base de datos,41
1455,Ciudad de México,15.0,Administración de base de datos,41
310,Chihuahua,14.0,Administración de base de datos,41
1286,Puebla,14.0,Administración de base de datos,41
1419,Guerrero,14.0,Administración de base de datos,41
1635,Hidalgo,14.0,Administración de base de datos,41
642,México,14.0,Administración de base de datos,42
1872,Aguascalientes,14.0,Administración de base de datos,42
14,Veracruz,13.0,Administración de base de datos,42
499,México,13.0,Administración de base de datos,42
948,Sonora,13.0,Administración de base de datos,42
612,Ciudad de México,13.0,Administración de base de datos,42
819,Hidalgo,12.0,Administración de base de datos,42
513,Chiapas,12.0,Administración de base de datos,42
530,Nuevo León,12.0,Administración de base de datos,42
346,Ciudad de México,11.0,Administración de base de datos,42
729,Chiapas,11.0,Administración de base de datos,42
1163,Chiapas,11.0,Administración de base de datos,42
810,Chihuahua,11.0,Administración de base de datos,42
391,México,11.0,Administración de base de datos,42
211,Ciudad de México,10.0,Administración de base de datos,42
1440,Ciudad de México,10.0,Administración de base de datos,42
569,Zacatecas,10.0,Administración de base de datos,42
609,Ciudad de México,10.0,Administración de base de datos,42
897,México,10.0,Administración de base de datos,42
1561,Nuevo León,10.0,Administración de base de datos,42
1717,Guanajuato,10.0,Actualización del padrón electoral y credencialización de los ciudadanos,43
1961,México,10.0,Actualización del padrón electoral y credencialización de los ciudadanos,43
2040,Ciudad de México,10.0,Actualización del padrón electoral y credencialización de los ciudadanos,43
1252,Michoacán,10.0,Actualización del padrón electoral y credencialización de los ciudadanos,43
1523,Ciudad de México,9.0,Actualización del padrón electoral y credencialización de los ciudadanos,43
1896,Ciudad de México,9.0,Actualización del padrón electoral y credencialización de los ciudadanos,43
1547,Veracruz,8.0,Actualización del padrón electoral y credencialización de los ciudadanos,43
383,Jalisco,7.0,Actualización del padrón electoral y credencialización de los ciudadanos,43
523,México,7.0,Actualización del padrón electoral y credencialización de los ciudadanos,43
623,Tabasco,7.0,Actualización del padrón electoral y credencialización de los ciudadanos,43
1457,Ciudad de México,7.0,Actualización del padrón electoral y credencialización de los ciudadanos,43
1725,Ciudad de México,7.0,Actualización del padrón electoral y credencialización de los ciudadanos,43
1930,Ciudad de México,7.0,Actualización del padrón electoral y credencialización de los ciudadanos,43
547,Querétaro,7.0,Actualización del padrón electoral y credencialización de los ciudadanos,43
1102,Guerrero,7.0,Actualización del padrón electoral y credencialización de los ciudadanos,43
699,Jalisco,6.0,Actualización del padrón electoral y credencialización de los ciudadanos,43
1445,Jalisco,6.0,Actualización del padrón electoral y credencialización de los ciudadanos,43
1584,San Luis Potosí,6.0,Actualización del padrón electoral y credencialización de los ciudadanos,43
659,Coahuila,6.0,Actualización del padrón electoral y credencialización de los ciudadanos,43
392,Jalisco,5.0,Actualización del padrón electoral y credencialización de los ciudadanos,43
441,Veracruz,5.0,Actualización del padrón electoral y credencialización de los ciudadanos,44
552,Ciudad de México,5.0,Actualización del padrón electoral y credencialización de los ciudadanos,44
825,México,5.0,Actualización del padrón electoral y credencialización de los ciudadanos,44
634,Ciudad de México,5.0,Actualización del padrón electoral y credencialización de los ciudadanos,44
958,Puebla,5.0,Actualización del padrón electoral y credencialización de los ciudadanos,44
1509,Chiapas,5.0,Actualización del padrón electoral y credencialización de los ciudadanos,44
32,Tlaxcala,4.0,Actualización del padrón electoral y credencialización de los ciudadanos,44
283,Sinaloa,4.0,Actualización del padrón electoral y credencialización de los ciudadanos,44
387,Guanajuato,4.0,Actualización del padrón electoral y credencialización de los ciudadanos,44
1162,Zacatecas,4.0,Actualización del padrón electoral y credencialización de los ciudadanos,44
740,Nuevo León,4.0,Actualización del padrón electoral y credencialización de los ciudadanos,44
826,Sinaloa,4.0,Actualización del padrón electoral y credencialización de los ciudadanos,44
1905,Coahuila,4.0,Actualización del padrón electoral y credencialización de los ciudadanos,44
151,Ciudad de México,3.0,Actualización del padrón electoral y credencialización de los ciudadanos,44
155,México,3.0,Actualización del padrón electoral y credencialización de los ciudadanos,44
942,Oaxaca,2.5,Actualización del padrón electoral y credencialización de los ciudadanos,44
36,San Luis Potosí,2.0,Actualización del padrón electoral y credencialización de los ciudadanos,44
314,México,2.0,Actualización del padrón electoral y credencialización de los ciudadanos,44
785,México,2.0,Actualización del padrón electoral y credencialización de los ciudadanos,44
1895,Ciudad de México,1.5,Actualización del padrón electoral y credencialización de los ciudadanos,44
10,Puebla,1.0,Actualización del padrón electoral y credencialización de los ciudadanos,45
30,Chiapas,1.0,Actualización del padrón electoral y credencialización de los ciudadanos,45
82,Oaxaca,1.0,Actualización del padrón electoral y credencialización de los ciudadanos,45
520,México,1.0,Actualización del padrón electoral y credencialización de los ciudadanos,45
1877,Ciudad de México,1.0,Actualización del padrón electoral y credencialización de los ciudadanos,45
1919,Ciudad de México,1.0,Actualización del padrón electoral y credencialización de los ciudadanos,45
2172,Veracruz,1.0,Actualización del padrón electoral y credencialización de los ciudadanos,45
152,Veracruz,1.0,Actualización del padrón electoral y credencialización de los ciudadanos,45
545,Ciudad de México,1.0,Actualización del padrón electoral y credencialización de los ciudadanos,45
744,Chiapas,1.0,Actualización del padrón electoral y credencialización de los ciudadanos,45
803,Chihuahua,1.0,Actualización del padrón electoral y credencialización de los ciudadanos,45
1692,Ciudad de México,1.0,Actualización del padrón electoral y credencialización de los ciudadanos,45
1779,Nuevo León,1.0,Actualización del padrón electoral y credencialización de los ciudadanos,45
146,Ciudad de México,1.0,Actualización del padrón electoral y credencialización de los ciudadanos,45
251,Ciudad de México,1.0,Actualización del padrón electoral y credencialización de los ciudadanos,45
1392,Yucatán,1.0,Actualización del padrón electoral y credencialización de los ciudadanos,45
938,Campeche,47.0,Actualización del padrón electoral y credencialización de los ciudadanos,45
1422,Guanajuato,36.0,Actualización del padrón electoral y credencialización de los ciudadanos,45
1495,Ciudad de México,33.0,Actualización del padrón electoral y credencialización de los ciudadanos,45
1731,México,33.0,Actualización del padrón electoral y credencialización de los ciudadanos,45
1258,México,32.0,Actualización del padrón electoral y credencialización de los ciudadanos,46
1297,Guerrero,32.0,Actualización del padrón electoral y credencialización de los ciudadanos,46
2163,Ciudad de México,32.0,Actualización del padrón electoral y credencialización de los ciudadanos,46
799,México,32.0,Actualización del padrón electoral y credencialización de los ciudadanos,46
618,Zacatecas,31.0,Actualización del padrón electoral y credencialización de los ciudadanos,46
829,México,31.0,Actualización del padrón electoral y credencialización de los ciudadanos,46
1227,Ciudad de México,31.0,Actualización del padrón electoral y credencialización de los ciudadanos,46
1342,Yucatán,31.0,Actualización del padrón electoral y credencialización de los ciudadanos,46
2030,Coahuila,31.0,Actualización del padrón electoral y credencialización de los ciudadanos,46
443,Michoacán,31.0,Actualización del padrón electoral y credencialización de los ciudadanos,46
655,México,31.0,Actualización del padrón electoral y credencialización de los ciudadanos,46
755,México,31.0,Actualización del padrón electoral y credencialización de los ciudadanos,46
761,México,31.0,Actualización del padrón electoral y credencialización de los ciudadanos,46
817,Guerrero,31.0,Actualización del padrón electoral y credencialización de los ciudadanos,46
828,Tabasco,31.0,Actualización del padrón electoral y credencialización de los ciudadanos,46
847,México,31.0,Actualización del padrón electoral y credencialización de los ciudadanos,46
1318,México,31.0,Actualización del padrón electoral y credencialización de los ciudadanos,46
1920,Colima,31.0,Actualización del padrón electoral y credencialización de los ciudadanos,46
2093,Nuevo León,31.0,Actualización del padrón electoral y credencialización de los ciudadanos,46
1230,Jalisco,31.0,Actualización del padrón electoral y credencialización de los ciudadanos,46
1362,Coahuila,31.0,Actualización del padrón electoral y credencialización de los ciudadanos,47
907,Ciudad de México,30.0,Actualización del padrón electoral y credencialización de los ciudadanos,47
1223,México,30.0,Actualización del padrón electoral y credencialización de los ciudadanos,47
2097,Sinaloa,30.0,Actualización del padrón electoral y credencialización de los ciudadanos,47
2118,Sinaloa,30.0,Actualización del padrón electoral y credencialización de los ciudadanos,47
1202,Hidalgo,30.0,Actualización del padrón electoral y credencialización de los ciudadanos,47
1640,Yucatán,30.0,Actualización del padrón electoral y credencialización de los ciudadanos,47
70,Jalisco,30.0,Actualización del padrón electoral y credencialización de los ciudadanos,47
434,Ciudad de México,29.0,Actualización del padrón electoral y credencialización de los ciudadanos,47
507,Michoacán,29.0,Actualización del padrón electoral y credencialización de los ciudadanos,47
757,México,29.0,Actualización del padrón electoral y credencialización de los ciudadanos,47
875,Campeche,29.0,Actualización del padrón electoral y credencialización de los ciudadanos,47
1597,Colima,29.0,Actualización del padrón electoral y credencialización de los ciudadanos,47
1831,Veracruz,29.0,Actualización del padrón electoral y credencialización de los ciudadanos,47
1596,Oaxaca,29.0,Actualización del padrón electoral y credencialización de los ciudadanos,47
1945,Puebla,28.0,Actualización del padrón electoral y credencialización de los ciudadanos,47
343,Morelos,28.0,Actualización del padrón electoral y credencialización de los ciudadanos,47
774,México,28.0,Actualización del padrón electoral y credencialización de los ciudadanos,47
1802,Ciudad de México,28.0,Actualización del padrón electoral y credencialización de los ciudadanos,47
2079,Morelos,28.0,Actualización del padrón electoral y credencialización de los ciudadanos,47
904,Morelos,28.0,Actualización del padrón electoral y credencialización de los ciudadanos,48
955,México,28.0,Actualización del padrón electoral y credencialización de los ciudadanos,48
1344,México,27.0,Actualización del padrón electoral y credencialización de los ciudadanos,48
1012,Campeche,27.0,Actualización del padrón electoral y credencialización de los ciudadanos,48
1040,Morelos,26.0,Actualización del padrón electoral y credencialización de los ciudadanos,48
2037,Hidalgo,26.0,Actualización del padrón electoral y credencialización de los ciudadanos,48
1031,Hidalgo,26.0,Actualización del padrón electoral y credencialización de los ciudadanos,48
1511,Veracruz,26.0,Actualización del padrón electoral y credencialización de los ciudadanos,48
1576,Veracruz,26.0,Actualización del padrón electoral y credencialización de los ciudadanos,48
1839,Durango,26.0,Actualización del padrón electoral y credencialización de los ciudadanos,48
1036,Chiapas,25.0,Actualización del padrón electoral y credencialización de los ciudadanos,48
1595,Sonora,25.0,Actualización del padrón electoral y credencialización de los ciudadanos,48
1951,Oaxaca,25.0,Actualización del padrón electoral y credencialización de los ciudadanos,48
1312,Tabasco,25.0,Actualización del padrón electoral y credencialización de los ciudadanos,48
1491,Coahuila,25.0,Actualización del padrón electoral y credencialización de los ciudadanos,48
2129,Ciudad de México,25.0,Actualización del padrón electoral y credencialización de los ciudadanos,48
1188,Tlaxcala,25.0,Actualización del padrón electoral y credencialización de los ciudadanos,48
159,San Luis Potosí,23.0,Actualización del padrón electoral y credencialización de los ciudadanos,48
76,Ciudad de México,22.0,Actualización del padrón electoral y credencialización de los ciudadanos,48
1849,Nayarit,22.0,Actualización del padrón electoral y credencialización de los ciudadanos,48
1131,Querétaro,22.0,Construcción de la cartografía electoral,49
1043,Ciudad de México,22.0,Construcción de la cartografía electoral,49
1035,Tlaxcala,21.0,Construcción de la cartografía electoral,49
2010,San Luis Potosí,21.0,Construcción de la cartografía electoral,49
2035,Puebla,20.0,Construcción de la cartografía electoral,49
2111,Ciudad de México,20.0,Construcción de la cartografía electoral,49
644,Jalisco,20.0,Construcción de la cartografía electoral,49
1153,Ciudad de México,20.0,Construcción de la cartografía electoral,49
1361,México,20.0,Construcción de la cartografía electoral,49
338,Ciudad de México,19.0,Construcción de la cartografía electoral,49
691,Veracruz,19.0,Construcción de la cartografía electoral,49
2031,Sonora,19.0,Construcción de la cartografía electoral,49
351,México,19.0,Construcción de la cartografía electoral,49
1953,Michoacán,19.0,Construcción de la cartografía electoral,49
1997,Nuevo León,19.0,Construcción de la cartografía electoral,49
1960,Guerrero,18.0,Construcción de la cartografía electoral,49
1050,Baja California,17.0,Construcción de la cartografía electoral,49
180,Hidalgo,17.0,Construcción de la cartografía electoral,49
944,Veracruz,16.0,Construcción de la cartografía electoral,49
855,Guanajuato,16.0,Construcción de la cartografía electoral,49
517,Puebla,15.0,Construcción de la cartografía electoral,50
1566,Quintana Roo,13.0,Construcción de la cartografía electoral,50
297,México,13.0,Construcción de la cartografía electoral,50
1687,Sonora,13.0,Construcción de la cartografía electoral,50
435,Veracruz,12.0,Construcción de la cartografía electoral,50
436,Yucatán,11.0,Construcción de la cartografía electoral,50
1410,Nayarit,11.0,Construcción de la cartografía electoral,50
356,Coahuila,11.0,Construcción de la cartografía electoral,50
894,Ciudad de México,10.0,Construcción de la cartografía electoral,50
1368,Chiapas,10.0,Construcción de la cartografía electoral,50
1991,San Luis Potosí,10.0,Construcción de la cartografía electoral,50
284,Hidalgo,10.0,Construcción de la cartografía electoral,50
658,México,10.0,Construcción de la cartografía electoral,50
2007,Tamaulipas,10.0,Construcción de la cartografía electoral,50
518,México,9.0,Construcción de la cartografía electoral,50
521,Sonora,9.0,Construcción de la cartografía electoral,50
1594,México,8.0,Construcción de la cartografía electoral,50
1412,Guerrero,8.0,Construcción de la cartografía electoral,50
1683,Querétaro,5.0,Construcción de la cartografía electoral,50
1927,Quintana Roo,5.0,Construcción de la cartografía electoral,50
237,Ciudad de México,5.0,Construcción de la cartografía electoral,51
1510,Hidalgo,5.0,Construcción de la cartografía electoral,51
309,México,4.0,Construcción de la cartografía electoral,51
901,Puebla,4.0,Construcción de la cartografía electoral,51
409,Durango,3.0,Construcción de la cartografía electoral,51
1247,Guanajuato,3.0,Construcción de la cartografía electoral,51
1338,Tabasco,3.0,Construcción de la cartografía electoral,51
395,Ciudad de México,3.0,Construcción de la cartografía electoral,51
942,Oaxaca,2.5,Construcción de la cartografía electoral,51
1053,Jalisco,1.6,Construcción de la cartografía electoral,51
846,Durango,1.5,Construcción de la cartografía electoral,51
1789,Ciudad de México,1.5,Construcción de la cartografía electoral,51
145,Morelos,1.0,Construcción de la cartografía electoral,51
535,Coahuila,1.0,Construcción de la cartografía electoral,51
803,Chihuahua,1.0,Construcción de la cartografía electoral,51
1317,México,1.0,Construcción de la cartografía electoral,51
1340,México,1.0,Construcción de la cartografía electoral,51
186,Guerrero,1.0,Construcción de la cartografía electoral,51
920,Oaxaca,1.0,Construcción de la cartografía electoral,51
1426,Ciudad de México,1.0,Construcción de la cartografía electoral,51
2074,Jalisco,1.0,Construcción de la cartografía electoral,52
272,Chiapas,1.0,Construcción de la cartografía electoral,52
1024,Jalisco,1.0,Construcción de la cartografía electoral,52
2041,Veracruz,1.0,Construcción de la cartografía electoral,52
1865,Sinaloa,0.33,Construcción de la cartografía electoral,52
782,México,0.0,Construcción de la cartografía electoral,52
776,Guanajuato,0.0,Construcción de la cartografía electoral,52
1550,México,0.0,Construcción de la cartografía electoral,52
25,San Luis Potosí,32.0,Construcción de la cartografía electoral,52
1880,México,32.0,Construcción de la cartografía electoral,52
1957,Michoacán,32.0,Construcción de la cartografía electoral,52
1969,Querétaro,32.0,Construcción de la cartografía electoral,52
1258,México,32.0,Construcción de la cartografía electoral,52
1044,Ciudad de México,31.0,Construcción de la cartografía electoral,52
1212,Jalisco,31.0,Construcción de la cartografía electoral,52
1358,México,31.0,Construcción de la cartografía electoral,52
1540,Veracruz,31.0,Construcción de la cartografía electoral,52
1671,Guanajuato,31.0,Construcción de la cartografía electoral,52
1924,Jalisco,31.0,Construcción de la cartografía electoral,52
618,Zacatecas,31.0,Construcción de la cartografía electoral,52
1603,Chihuahua,31.0,Construcción de la cartografía electoral,53
1318,México,31.0,Construcción de la cartografía electoral,53
1984,San Luis Potosí,31.0,Construcción de la cartografía electoral,53
1995,Nuevo León,31.0,Construcción de la cartografía electoral,53
477,Durango,30.0,Construcción de la cartografía electoral,53
811,México,30.0,Construcción de la cartografía electoral,53
812,México,30.0,Construcción de la cartografía electoral,53
838,Hidalgo,30.0,Construcción de la cartografía electoral,53
946,Chiapas,30.0,Construcción de la cartografía electoral,53
1021,Colima,30.0,Construcción de la cartografía electoral,53
254,México,30.0,Construcción de la cartografía electoral,53
440,Nuevo León,30.0,Construcción de la cartografía electoral,53
751,Zacatecas,29.0,Construcción de la cartografía electoral,53
1626,Chiapas,29.0,Construcción de la cartografía electoral,53
1862,Jalisco,29.0,Construcción de la cartografía electoral,53
1821,San Luis Potosí,29.0,Construcción de la cartografía electoral,53
1180,México,29.0,Construcción de la cartografía electoral,53
1802,Ciudad de México,28.0,Construcción de la cartografía electoral,53
1971,Sinaloa,28.0,Construcción de la cartografía electoral,53
408,Chihuahua,27.0,Construcción de la cartografía electoral,53
993,Ciudad de México,27.0,Construcción de la cartografía electoral,54
1344,México,27.0,Construcción de la cartografía electoral,54
772,Puebla,27.0,Construcción de la cartografía electoral,54
1327,Nuevo León,26.0,Construcción de la cartografía electoral,54
731,Querétaro,26.0,Construcción de la cartografía electoral,54
285,Michoacán,25.0,Construcción de la cartografía electoral,54
442,Puebla,25.0,Construcción de la cartografía electoral,54
2081,Oaxaca,25.0,Construcción de la cartografía electoral,54
1054,Ciudad de México,25.0,Construcción de la cartografía electoral,54
1951,Oaxaca,25.0,Construcción de la cartografía electoral,54
182,Hidalgo,24.0,Construcción de la cartografía electoral,54
808,Sinaloa,22.0,Construcción de la cartografía electoral,54
832,Veracruz,22.0,Construcción de la cartografía electoral,54
840,Michoacán,22.0,Construcción de la cartografía electoral,54
500,México,22.0,Construcción de la cartografía electoral,54
386,Michoacán,22.0,Construcción de la cartografía electoral,54
1669,Chiapas,22.0,Construcción de la cartografía electoral,54
1647,México,21.0,Construcción de la cartografía electoral,54
2064,Hidalgo,21.0,Construcción de la cartografía electoral,54
2140,Guerrero,21.0,Construcción de la cartografía electoral,54
1704,Oaxaca,21.0,Depuración del padrón electoral,55
242,Ciudad de México,20.0,Depuración del padrón electoral,55
689,Guanajuato,20.0,Depuración del padrón electoral,55
851,Morelos,20.0,Depuración del padrón electoral,55
1644,Tabasco,20.0,Depuración del padrón electoral,55
877,México,19.0,Depuración del padrón electoral,55
1997,Nuevo León,19.0,Depuración del padrón electoral,55
691,Veracruz,19.0,Depuración del padrón electoral,55
1262,Jalisco,18.0,Depuración del padrón electoral,55
752,México,18.0,Depuración del padrón electoral,55
1442,Baja California,17.0,Depuración del padrón electoral,55
1677,Puebla,16.0,Depuración del padrón electoral,55
666,Veracruz,15.0,Depuración del padrón electoral,55
1351,Zacatecas,15.0,Depuración del padrón electoral,55
1618,Tabasco,14.0,Depuración del padrón electoral,55
293,Nayarit,14.0,Depuración del padrón electoral,55
553,México,13.0,Depuración del padrón electoral,55
712,Ciudad de México,13.0,Depuración del padrón electoral,55
934,Colima,13.0,Depuración del padrón electoral,55
1267,México,13.0,Depuración del padrón electoral,55
1417,Querétaro,13.0,Depuración del padrón electoral,56
410,Tamaulipas,13.0,Depuración del padrón electoral,56
619,Chihuahua,13.0,Depuración del padrón electoral,56
1566,Quintana Roo,13.0,Depuración del padrón electoral,56
435,Veracruz,12.0,Depuración del padrón electoral,56
2137,Veracruz,11.0,Depuración del padrón electoral,56
131,San Luis Potosí,11.0,Depuración del padrón electoral,56
391,México,11.0,Depuración del padrón electoral,56
1410,Nayarit,11.0,Depuración del padrón electoral,56
3,Coahuila,10.0,Depuración del padrón electoral,56
897,México,10.0,Depuración del padrón electoral,56
2007,Tamaulipas,10.0,Depuración del padrón electoral,56
2043,Ciudad de México,10.0,Depuración del padrón electoral,56
1404,México,10.0,Depuración del padrón electoral,56
1575,Ciudad de México,10.0,Depuración del padrón electoral,56
115,Oaxaca,10.0,Depuración del padrón electoral,56
1736,Coahuila,10.0,Depuración del padrón electoral,56
2170,Tabasco,10.0,Depuración del padrón electoral,56
2005,Tamaulipas,9.0,Depuración del padrón electoral,56
928,Puebla,8.0,Depuración del padrón electoral,56
1372,México,8.0,Depuración del padrón electoral,57
4,Coahuila,8.0,Depuración del padrón electoral,57
1594,México,8.0,Depuración del padrón electoral,57
777,Guerrero,8.0,Depuración del padrón electoral,57
859,Ciudad de México,7.0,Depuración del padrón electoral,57
1826,Guerrero,7.0,Depuración del padrón electoral,57
166,Sinaloa,6.0,Depuración del padrón electoral,57
207,Tamaulipas,5.0,Depuración del padrón electoral,57
629,Chihuahua,5.0,Depuración del padrón electoral,57
1768,San Luis Potosí,5.0,Depuración del padrón electoral,57
1734,Veracruz,5.0,Depuración del padrón electoral,57
1543,Ciudad de México,4.5,Depuración del padrón electoral,57
298,Tamaulipas,4.0,Depuración del padrón electoral,57
740,Nuevo León,4.0,Depuración del padrón electoral,57
937,Oaxaca,4.0,Depuración del padrón electoral,57
724,Puebla,4.0,Depuración del padrón electoral,57
155,México,3.0,Depuración del padrón electoral,57
1247,Guanajuato,3.0,Depuración del padrón electoral,57
864,Zacatecas,2.0,Depuración del padrón electoral,57
1011,Tlaxcala,2.0,Depuración del padrón electoral,57
364,Campeche,2.0,Depuración del padrón electoral,58
1186,Guerrero,1.5,Depuración del padrón electoral,58
2151,Michoacán,1.5,Depuración del padrón electoral,58
846,Durango,1.5,Depuración del padrón electoral,58
1777,Chiapas,1.3,Depuración del padrón electoral,58
1003,Ciudad de México,1.0,Depuración del padrón electoral,58
1173,Veracruz,1.0,Depuración del padrón electoral,58
2015,Yucatán,1.0,Depuración del padrón electoral,58
183,Sonora,1.0,Depuración del padrón electoral,58
759,México,1.0,Depuración del padrón electoral,58
1088,Michoacán,1.0,Depuración del padrón electoral,58
1340,México,1.0,Depuración del padrón electoral,58
162,Puebla,1.0,Depuración del padrón electoral,58
589,Chihuahua,1.0,Depuración del padrón electoral,58
1568,Guerrero,1.0,Depuración del padrón electoral,58
1977,México,1.0,Depuración del padrón electoral,58
1708,Guanajuato,0.0,Depuración del padrón electoral,58
749,Ciudad de México,32.0,Depuración del padrón electoral,58
1719,Ciudad de México,32.0,Depuración del padrón electoral,58
219,Puebla,31.0,Depuración del padrón electoral,58
1634,Guanajuato,31.0,Depuración del padrón electoral,59
843,Ciudad de México,30.0,Depuración del padrón electoral,59
1084,Zacatecas,30.0,Depuración del padrón electoral,59
791,Campeche,30.0,Depuración del padrón electoral,59
1005,Veracruz,29.0,Depuración del padrón electoral,59
2166,San Luis Potosí,29.0,Depuración del padrón electoral,59
147,Guerrero,28.0,Depuración del padrón electoral,59
772,Puebla,27.0,Depuración del padrón electoral,59
1845,Morelos,26.0,Depuración del padrón electoral,59
344,México,25.0,Depuración del padrón electoral,59
1856,Guanajuato,24.0,Depuración del padrón electoral,59
1763,Oaxaca,22.0,Depuración del padrón electoral,59
1669,Chiapas,22.0,Depuración del padrón electoral,59
1366,Morelos,22.0,Depuración del padrón electoral,59
2120,Quintana Roo,22.0,Depuración del padrón electoral,59
